samples_size,ms_runtime_M0.1,qmd_runtime_M0.1,ms_runtime_M1.0,qmd_runtime_M1.0
4,0.20421981811523438,0.01543426513671875,0.29264354705810547,0.002996206283569336
6,0.27931976318359375,0.004534721374511719,0.31847381591796875,0.004346132278442383
8,0.35123467445373535,0.027791976928710938,0.36916279792785645,0.023624658584594727
10,0.42450857162475586,0.4017806053161621,0.43171095848083496,0.3407857418060303
12,0.4973306655883789,5.889887094497681,0.5003116130828857,4.523574590682983
14,0.5808920860290527,142.4995322227478,0.5634164810180664,99.25967645645142
16,0.638310432434082,2209.9532594680786,0.6386802196502686,1637.4282932281494
