repetitions,abs.error_1.0,rel.error_1.0
500,0.07725847826086957,0.44374368733344316
1000,0.0696582761747733,0.35038339236325844
5000,0.01784552813230275,0.07704183330391356
10000,0.008810308584686788,0.05008693041454526
50000,0.00588394076048418,0.027538899435750386
100000,0.0038710177183279293,0.022191158314072923
500000,0.0016489999999999838,0.009120754427730193
1000000,0.002927000000000013,0.014631297718260328
