samples_size,ms_runtime_M=1.0,qmd_runtime_M=1.0
2,11.27025818824768,0.03012847900390625
4,11.639692306518555,0.010054826736450195
6,12.684484958648682,0.0223233699798584
8,13.772331714630127,0.06957817077636719
10,15.339957237243652,0.7388317584991455
12,16.544384479522705,9.84096384048462
14,17.906241178512573,218.7370491027832
