expected afs,panmictic_afs,observed 500,observed 1000,observed 5000,observed 10000,observed 50000,observed 100000,observed 500000,observed 1000000
0.280706,0.43795620437956206,0.2291950886766712,0.45488372093023255,0.3534226859764325,0.29310427794620086,0.269522892597347,0.2783987465863735,0.27604,0.281315
0.170249,0.21897810218978103,0.25306957708049116,0.07302325581395348,0.0926508950256364,0.15100332034069583,0.17056233062330622,0.17061567817379736,0.172682,0.17497
0.146374,0.145985401459854,0.06343792633015007,0.013488372093023256,0.18215345866690655,0.15774024349165103,0.1660515618314078,0.15007264897416148,0.150393,0.136383
0.15882,0.10948905109489052,0.2653478854024557,0.04976744186046512,0.08689394620850949,0.13887685866897648,0.15707459706176008,0.1592544289615573,0.161985,0.163443
0.243852,0.08759124087591241,0.18894952251023192,0.4088372093023256,0.28487901412251504,0.2592752995524758,0.23678861788617886,0.24165849730411035,0.2389,0.243889
