samples_size,ms_runtime_M0.1,qmd_runtime_M0.1,ms_runtime_M1.0,qmd_runtime_M1.0
4,0.36650943756103516,0.0030388832092285156,1.622880220413208,0.0031120777130126953
6,0.39284539222717285,0.0048296451568603516,1.746957778930664,0.0045166015625
8,0.4804232120513916,0.031043529510498047,1.893892526626587,0.02543497085571289
10,0.5509355068206787,0.4197072982788086,2.048794984817505,0.361248254776001
12,0.6385715007781982,7.09810471534729,2.234041452407837,4.927674055099487
14,0.7063026428222656,173.50634789466858,2.423703670501709,135.1951127052307
16,0.7784547805786133,2431.1025738716125,2.628072738647461,1806.8905682563782
