samples_size,ms_runtime_M0.01,qmd_runtime_M0.01,ms_runtime_M0.31622776601683794,qmd_runtime_M0.31622776601683794,ms_runtime_M10.0,qmd_runtime_M10.0
4,296.69965147972107,0.0022847652435302734,16.82579779624939,0.0023698806762695312,38.304927349090576,0.0035958290100097656
6,323.1182646751404,0.005117893218994141,20.359875917434692,0.005839347839355469,49.147435903549194,0.012674570083618164
8,351.78506207466125,0.028674602508544922,22.860695362091064,0.02397942543029785,58.47514057159424,0.09414076805114746
10,382.2978837490082,0.4724416732788086,25.599473237991333,0.37589383125305176,65.99654865264893,1.6365039348602295
12,413.1171221733093,6.69525933265686,28.632744073867798,5.089831113815308,73.73918652534485,22.775697469711304
14,444.26120257377625,142.41925382614136,31.646409273147583,113.34303450584412,79.99652361869812,473.9440121650696
16,478.57528948783875,2556.6566042900085,34.92231726646423,1852.9001984596252,86.23057174682617,7513.995163679123
