repetitions,500,1000,5000,10000,50000
sampling error,0.13034991224112352,0.12437150097593752,0.028115782564000026,0.024245491924367,0.01660555813547545
ms error theta=0.1,0.12851883192013402,0.096917001434761,0.055301589746380324,0.03334380569994334,0.014913522092503868
ms error theta=1,0.1640652955550549,0.14303879022626614,0.051825042870826135,0.03491977231370687,0.018826411482290688
ms error theta=10,0.4037872269408175,0.25417975672535903,0.09625368167520297,0.08787686795758183,0.027448821093512876
