repetitions,abs.error_0.1,rel.error_0.1
500,0.1284227460770328,0.6331719292146097
1000,0.07385721640488657,0.3679542541527211
5000,0.034086182705718227,0.17853214262306694
10000,0.011666874594313953,0.061065164335870725
50000,0.007659711351275855,0.03998809631393829
100000,0.0030101673144914687,0.01726045864407788
500000,0.007424999999999932,0.038088710008144844
1000000,0.007424999999999932,0.038088710008144844
