repetitions,abs.error_100.0,rel.error_100.0
500,0.03355498458149783,0.19864272283196505
1000,0.05427577077977719,0.30690176886655984
5000,0.01252697932805294,0.10100746502944236
10000,0.005079661923280868,0.029040449535928436
50000,0.00558025617351636,0.03244982390227047
100000,0.0013944635553684859,0.00812773477176032
500000,0.0015534999999999993,0.008526186972987126
1000000,0.0015534999999999993,0.008526186972987126
