panmictic_afs,observed_afs_M0.1_nsegsites500,observed_afs_M0.1_nsegsites1000,observed_afs_M0.1_nsegsites5000,observed_afs_M0.1_nsegsites10000,observed_afs_M0.1_nsegsites50000,expected_afs_M0.1,observed_afs_M1_nsegsites500,observed_afs_M1_nsegsites1000,observed_afs_M1_nsegsites5000,observed_afs_M1_nsegsites10000,observed_afs_M1_nsegsites50000,expected_afs_M1,observed_afs_M10_nsegsites500,observed_afs_M10_nsegsites1000,observed_afs_M10_nsegsites5000,observed_afs_M10_nsegsites10000,observed_afs_M10_nsegsites50000,expected_afs_M10
0.5454545454545455,0.376,0.381,0.3756,0.3926,0.3958,0.388207,0.434,0.404,0.4154,0.428,0.43236,0.429286,0.534,0.537,0.501,0.5142,0.51556,0.513274
0.27272727272727276,0.352,0.284,0.2968,0.2659,0.26876,0.277248,0.308,0.323,0.325,0.3014,0.29224,0.295753,0.276,0.292,0.3104,0.2828,0.28616,0.288695
0.18181818181818182,0.272,0.335,0.3276,0.3415,0.33544,0.334545,0.258,0.273,0.2596,0.2706,0.2754,0.274961,0.19,0.171,0.1886,0.203,0.19828,0.19803
