panmictic_afs,observed_afs_M0.1_nsegsites500,observed_afs_M0.1_nsegsites1000,observed_afs_M0.1_nsegsites5000,observed_afs_M0.1_nsegsites10000,observed_afs_M0.1_nsegsites50000,expected_afs_M0.1,observed_afs_M1_nsegsites500,observed_afs_M1_nsegsites1000,observed_afs_M1_nsegsites5000,observed_afs_M1_nsegsites10000,observed_afs_M1_nsegsites50000,expected_afs_M1,observed_afs_M10_nsegsites500,observed_afs_M10_nsegsites1000,observed_afs_M10_nsegsites5000,observed_afs_M10_nsegsites10000,observed_afs_M10_nsegsites50000,expected_afs_M10
0.5454545454545455,0.412,0.439,0.397,0.3837,0.38644,0.388207,0.352,0.434,0.4274,0.4312,0.42114,0.429286,0.552,0.541,0.5102,0.5135,0.51024,0.513274
0.27272727272727276,0.2,0.178,0.2668,0.2816,0.28786,0.277248,0.394,0.293,0.2858,0.2916,0.30704,0.295753,0.238,0.274,0.293,0.2893,0.28592,0.288695
0.18181818181818182,0.388,0.383,0.3362,0.3347,0.3257,0.334545,0.254,0.273,0.2868,0.2772,0.27182,0.274961,0.21,0.185,0.1968,0.1972,0.20384,0.19803
