samples_size,ms_runtime_M0.1,qmd_runtime_M0.1,ms_runtime_M1.0,qmd_runtime_M1.0,ms_runtime_M10.0,qmd_runtime_M10.0
4,2.618062973022461,0.04943418502807617,6.438632488250732,0.008266925811767578,27.802706480026245,0.016869544982910156
6,2.8341169357299805,0.013668060302734375,7.115633964538574,0.016881465911865234,27.564754962921143,0.04866504669189453
8,3.2186532020568848,0.053107500076293945,8.748101949691772,0.07587838172912598,34.21281814575195,0.3253517150878906
10,3.622929096221924,0.7042660713195801,7.95441460609436,0.7805032730102539,32.80853986740112,3.675733804702759
12,3.983903646469116,9.419216871261597,8.665682077407837,11.488276481628418,38.587098360061646,60.73170185089111
14,4.423536539077759,345.419992685318,9.379760980606079,253.43248796463013,35.16860771179199,1302.24685049057
