samples_size,ms_runtime_M0.01,qmd_runtime_M0.01,ms_runtime_M0.31622776601683794,qmd_runtime_M0.31622776601683794,ms_runtime_M10.0,qmd_runtime_M10.0
4,191.8852801322937,0.0035207271575927734,11.041104555130005,0.0023415088653564453,22.886790990829468,0.002837657928466797
6,307.5979218482971,0.005250215530395508,16.61750841140747,0.0048449039459228516,31.19933772087097,0.012374162673950195
8,404.3233633041382,0.030280351638793945,21.78439736366272,0.02488422393798828,38.14918065071106,0.08868694305419922
10,493.35952734947205,0.4970128536224365,26.679729461669922,0.36701107025146484,44.735719203948975,1.5771617889404297
12,575.8764071464539,7.101107120513916,31.000338554382324,5.014616966247559,51.143343448638916,21.804880142211914
14,656.0343434810638,145.71549701690674,36.05603003501892,110.33305191993713,57.250311851501465,459.40548157691956
16,721.5690882205963,2481.584315061569,40.377785444259644,1872.7135701179504,62.93392205238342,6918.927201747894
