num_segsites,average.abs.error_0.1,rel.error_0.1,average.abs.error_1,rel.error_1,average.abs.error_10,rel.error_10
500,0.017792999999999976,0.10226138831089482,0.055753,0.37204144752257184,0.024030500000000024,0.1883291718044866
1000,0.053248000000000004,0.3314769778651929,0.026961000000000013,0.17584247934989516,0.006725500000000009,0.04437555212696709
5000,0.020751999999999993,0.13456372111479986,0.0018859999999999988,0.011189343221773451,0.017074500000000034,0.0949001752062354
10000,0.02965200000000001,0.18781414429429755,0.007947000000000037,0.046246740591411095,0.010125499999999968,0.05627473500063751
50000,0.003827000000000025,0.022231590158434678,0.004298999999999997,0.029049556738365623,0.0035754999999999815,0.019691511062233213
