expected afs,panmictic_afs,observed 500,observed 1000,observed 5000,observed 10000,observed 50000,observed 100000,observed 500000,observed 1000000
0.28436,0.43795620437956206,0.23537803138373753,0.2643979057591623,0.27405857740585776,0.28066986888225365,0.2836640448359246,0.284401695324681,0.2816,0.2816
0.174836,0.21897810218978103,0.20470756062767476,0.19109947643979058,0.18157252440725244,0.17638149638668918,0.17562483086136307,0.17406943803939653,0.17525,0.17525
0.149592,0.145985401459854,0.17118402282453637,0.15401396160558464,0.14539748953974896,0.1538794409104678,0.15063159640684062,0.15047104552342053,0.152545,0.152545
0.15915,0.10948905109489052,0.1718972895863053,0.17539267015706805,0.1694560669456067,0.1584663983729283,0.16115092840743425,0.1597338428091442,0.159495,0.159495
0.232063,0.08759124087591241,0.21683309557774608,0.21509598603839442,0.22951534170153418,0.23060279544766107,0.22892859948843747,0.2313239783033577,0.23111,0.23111
