samples_size,ms_runtime_M=10.0,qmd_runtime_M=10.0
2,56.946692943573,0.027936697006225586
4,53.94928479194641,0.010597944259643555
6,59.0574004650116,0.059056997299194336
8,64.46371698379517,0.3129875659942627
10,73.89690971374512,3.3659234046936035
12,68.93167638778687,61.15329194068909
14,83.09019112586975,1224.4737348556519
