repetitions,abs.error_0.1,rel.error_0.1,abs.error_1.0,rel.error_1.0,abs.error_10.0,rel.error_10.0
500,0.03137611129431163,0.2673537333590522,0.06204311921497035,0.41813748840836795,0.06187890650887569,0.7239735877038379
1000,0.03478453442622948,0.46335144922162186,0.04983695589490233,0.396837344669864,0.05337310531400967,0.5209191888369312
5000,0.015973022375314568,0.17831376564258183,0.01730567054512143,0.15603085474473133,0.01728157863296953,0.17672234886043792
10000,0.0198749248514342,0.22392691152769528,0.016813403336469468,0.18976476420403143,0.01489833743334519,0.14998974316834912
50000,0.004550864237116255,0.029196965584341705,0.005688754269537605,0.04081600363931215,0.005590806928879435,0.0523675623311447
100000,0.005538488949163029,0.08437009574706422,0.004820843560018412,0.04352298557730638,0.0031299919247963146,0.02311579244123041
500000,0.0009776383005078923,0.007355231463159084,0.002399272455934104,0.015661603171377658,0.0016360467237343662,0.018044740392378023
1000000,0.0010509760600002464,0.022433369414950444,0.001183516305095278,0.00829929097482962,0.0010082016664996474,0.011959181947611697
