num_segsites,average.abs.error_0.1,rel.error_0.1,average.abs.error_1,rel.error_1,average.abs.error_10,rel.error_10
500,0.07475199999999999,0.48802140340399225,0.016961000000000004,0.11407569060676925,0.020725499999999994,0.12490314759498555
1000,0.007207000000000019,0.044278541303176544,0.027246999999999993,0.1581619295474498,0.027030500000000013,0.1941673619537192
5000,0.019552000000000014,0.12375618055178472,0.029247000000000023,0.18710279061501212,0.02170450000000003,0.14671535298648908
10000,0.011347999999999997,0.07303642149896461,0.005647000000000013,0.03794973856628325,0.005895499999999984,0.04732078596326228
50000,0.008487999999999996,0.0528496173830969,0.0035129999999999884,0.020635472491245532,0.002535499999999982,0.014497089853600653
