expected afs,panmictic_afs,observed 500,observed 1000,observed 5000,observed 10000,observed 50000,observed 100000,observed 500000,observed 1000000
0.432211,0.43795620437956206,0.42026431718061674,0.448586118251928,0.4311080163634781,0.43304755170585113,0.4341155313829554,0.43258707776491634,0.431585,0.431585
0.221088,0.21897810218978103,0.22555066079295155,0.20908311910882604,0.21725128383671338,0.21933003358670675,0.22160621079871926,0.22061892735627345,0.221132,0.221132
0.147524,0.145985401459854,0.15418502202643172,0.13239074550128535,0.14788058142571156,0.14910730068941136,0.14590113601473748,0.1472955908660423,0.148135,0.148135
0.110646,0.10948905109489052,0.11629955947136564,0.11482433590402742,0.10932196013578205,0.10986388545165282,0.10947848589850433,0.11066242239292855,0.110495,0.110495
0.0885315,0.08759124087591241,0.08370044052863436,0.09511568123393316,0.0944381582383149,0.08865122856637794,0.08889863590508355,0.08883598161983935,0.088653,0.088653
