panmictic_afs,observed_afs_M0.1_nsegsites500,observed_afs_M0.1_nsegsites1000,observed_afs_M0.1_nsegsites5000,observed_afs_M0.1_nsegsites10000,observed_afs_M0.1_nsegsites50000,expected_afs_M0.1,observed_afs_M1_nsegsites500,observed_afs_M1_nsegsites1000,observed_afs_M1_nsegsites5000,observed_afs_M1_nsegsites10000,observed_afs_M1_nsegsites50000,expected_afs_M1,observed_afs_M10_nsegsites500,observed_afs_M10_nsegsites1000,observed_afs_M10_nsegsites5000,observed_afs_M10_nsegsites10000,observed_afs_M10_nsegsites50000,expected_afs_M10
0.5454545454545455,0.406,0.436,0.3826,0.3694,0.38438,0.388207,0.444,0.442,0.4274,0.422,0.42822,0.429286,0.524,0.52,0.4962,0.5234,0.51674,0.513274
0.27272727272727276,0.272,0.224,0.298,0.3069,0.27876,0.277248,0.24,0.31,0.296,0.3037,0.29252,0.295753,0.302,0.287,0.3042,0.2795,0.28512,0.288695
0.18181818181818182,0.322,0.34,0.3194,0.3237,0.33686,0.334545,0.316,0.248,0.2766,0.2743,0.27926,0.274961,0.174,0.193,0.1996,0.1971,0.19814,0.19803
