samples_size,ms_runtime_M0.1,qmd_runtime_M0.1,ms_runtime_M1.0,qmd_runtime_M1.0
4,0.23471474647521973,0.0030477046966552734,0.22097420692443848,0.0031363964080810547
6,0.3270845413208008,0.00553441047668457,0.31802821159362793,0.01115727424621582
8,0.41958165168762207,0.026763200759887695,0.4002964496612549,0.026675701141357422
10,0.5120124816894531,0.40990519523620605,0.49016404151916504,0.391646146774292
12,0.6016702651977539,5.595513582229614,0.5834882259368896,5.0064451694488525
14,0.6972007751464844,147.52774572372437,0.660271167755127,125.69048285484314
16,0.8180191516876221,2115.1615636348724,0.7146577835083008,1816.7384011745453
