repetitions,abs.error_0.01,rel.error_0.01
500,0.3786979249658936,2.132468795340063
1000,0.6783268604651163,3.462650121040877
5000,0.29904731753170816,1.5804030975392225
10000,0.07837664198065536,0.42368389205195955
50000,0.039982784909428054,0.21606876840893063
100000,0.009000512219032336,0.04737230056219022
500000,0.019235000000000002,0.09860588866945308
1000000,0.019980999999999943,0.12741631528091135
