samples_size,ms_runtime_M=0.1,qmd_runtime_M=0.1
2,6.084859609603882,0.010571479797363281
4,5.4507129192352295,0.01303553581237793
6,5.991943120956421,0.017144441604614258
8,6.82548189163208,0.052207231521606445
10,7.5696752071380615,0.6883108615875244
12,8.288380146026611,9.184934139251709
14,9.13032078742981,325.2153105735779
