num_segsites,average.abs.error_0.1,rel.error_0.1,average.abs.error_1,rel.error_1,average.abs.error_10,rel.error_10
500,0.07724799999999998,0.49969784325051925,0.09824700000000003,0.5884591948758815,0.050695500000000004,0.3114949148195325
1000,0.099248,0.6336540329467748,0.004713999999999996,0.027421388026537596,0.0277255,0.17071751374999433
5000,0.010448000000000013,0.06528197688699411,0.011838999999999988,0.08110343899320305,0.004304500000000017,0.027112115325007013
10000,0.004507000000000039,0.02777023892872499,0.00415299999999999,0.026643662075356622,0.0008304999999999979,0.006727232046414233
50000,0.01061200000000001,0.06926679034581196,0.011286999999999991,0.06856273549445357,0.0058094999999999675,0.04486228238988754
